,seconds_interaction,dyad_01_MG_P1P2,dyad_02_MG_P1P2,dyad_03_MG_P1P2,dyad_04_MG_P1P2,dyad_05_MG_P1P2,dyad_06_MG_P1P2,dyad_07_MG_P1P2,dyad_08_MG_P1P2,dyad_09_MG_P1P2,dyad_10_MG_P1P2,dyad_11_MG_P1P2
17369,30.861,,,1.0,,,,,,,,
17370,30.863,0.0,,,,,,,,,,
17371,30.864,,,,,,,,,0.0,,
17372,30.866,,,,0.0,,,,0.0,,,
17373,30.868,,0.0,,,,,,,,,
17374,30.87,,,,,,1.0,,,,,
17375,30.872,,,,,,,,,,0.0,
17376,30.873,0.0,,,,0.0,,,,,,0.0
17377,30.874,,,,,,,0.0,,,,0.0
17378,30.877,,,1.0,,,,,,,,
17379,30.881,,,,0.0,,,,,,,
17380,30.882,,0.0,,,,,,0.0,,,
17381,30.885,0.0,,,,,,,,,,
17382,30.886,,,1.0,,0.0,1.0,,,,,0.0
17383,30.887,,,,,0.0,,,,0.0,,
17384,30.89,,,,,,,0.0,,,,
17385,30.894,,0.0,,,,,,,,,
17386,30.895,0.0,0.0,,0.0,,,,,,,
17387,30.896,,,,0.0,,,,,,0.0,
17388,30.898,,,,,,,0.0,,,,
17389,30.9,,,,,0.0,,,0.0,,,
17390,30.901,,,,,,1.0,,,,,
17391,30.904,,,1.0,,,,,,,,
17392,30.905,,0.0,,,,,,,,,0.0
17393,30.906,0.0,,,,,,,,,,
17394,30.911,,,,,,,0.0,,0.0,,
17395,30.913,,,,,0.0,,,,,,
17396,30.914,,,,,0.0,,,,,,
17397,30.915,,0.0,,,,,,,,,
17398,30.916,,,,,,1.0,,0.0,,,
17399,30.917,,,,0.0,,,,,,,
17400,30.918,0.0,,,0.0,,,,,,,0.0
17401,30.919,,,,,,,,,,0.0,
17402,30.924,,,1.0,,,,,,,,
17403,30.925,,0.0,,,,,0.0,,,,
17404,30.929,0.0,,,,,,,,,,
17405,30.93,,,,,0.0,1.0,,,,,
17406,30.931,,,,,,,,,,,0.0
17407,30.933,,,,,,,,0.0,,,
17408,30.935,,0.0,,,,,,,0.0,,
17409,30.936,,,,0.0,,,,,,,
17410,30.937,,,,0.0,,,,,,,
17411,30.938,,,,,,,0.0,,,,
17412,30.94,0.0,,,,,,,,,,
17413,30.942,,,1.0,,,,,,,,
17414,30.943,,,,,,,,,,,0.0
17415,30.946,,0.0,,,,,,,,,
17416,30.947,,0.0,,,,1.0,,,,,
17417,30.948,,,,,,,,,,0.0,
17418,30.949,,,,,,,,0.0,,,
17419,30.951,0.0,,,0.0,0.0,,0.0,,,,
17420,30.952,,,,,0.0,,,,,,
17421,30.956,,0.0,,,,,,,,,0.0
17422,30.957,,,,,,,,,,,0.0
17423,30.958,,,,,,,,,0.0,,
17424,30.961,,,,,,1.0,,,,,
17425,30.962,0.0,,,,,,,,,,
17426,30.964,,,,,,,,0.0,,,
17427,30.965,,,1.0,,0.0,,,,,,
17428,30.967,,,,0.0,,,,,,,
17429,30.968,,0.0,,,,,0.0,,,,
17430,30.972,,,,,,,,,,0.0,0.0
17431,30.974,0.0,,,,,,,,,,
17432,30.977,,,,,0.0,,,,,,
17433,30.978,,0.0,,,0.0,,,,,,
17434,30.979,,0.0,,,,,,,,,0.0
17435,30.98,,,,,,1.0,,0.0,,,
17436,30.981,,,,0.0,,,,,0.0,,
17437,30.984,0.0,,,,,,,0.0,,,
17438,30.987,,,,,,,0.0,,,,
17439,30.988,,,1.0,,,,,,,,
17440,30.989,,,1.0,,,,,,,,
17441,30.99,,0.0,,,,,,,,,
17442,30.991,,,,,0.0,,,,,,
17443,30.992,,,,,0.0,,,,,,0.0
17444,30.994,,,,,,1.0,,,,,
17445,30.996,0.0,,,0.0,,,,,,0.0,
17446,31.001,,0.0,,,,,0.0,0.0,,,
17447,31.004,,,,,,,,,,,0.0
17448,31.005,,,,,0.0,,,,,,
17449,31.006,0.0,,1.0,,,,,,,,
17450,31.007,,,,,,,,,0.0,,
17451,31.008,,,,,,1.0,,,,,
17452,31.013,,0.0,,,,,,,,,
17453,31.017,0.0,,,0.0,,,,,,,0.0
17454,31.018,,,,0.0,,,0.0,,,0.0,
17455,31.022,,,,,,1.0,,,,,
17456,31.023,,0.0,,,,,,0.0,,,
17457,31.024,,,1.0,,,,,,,,
17458,31.025,,,,,0.0,,,,,,
17459,31.029,0.0,,,,,,,,0.0,,0.0
17460,31.031,,,,,,,0.0,,,,
17461,31.032,,,,0.0,,,,,,,
17462,31.034,,0.0,,,,,,,,,
17463,31.035,,0.0,,,,,,,,,
17464,31.036,,,,,,1.0,,,,,
17465,31.037,,,,,,,,0.0,,,
17466,31.038,,,,,0.0,,,,,,
17467,31.043,,,,,,,,,,0.0,
17468,31.044,0.0,,1.0,,,,0.0,,,,
17469,31.046,,0.0,,,,,,,,,
17470,31.049,,,,,,,,,,,0.0
17471,31.051,,,,0.0,,1.0,,,,,
17472,31.052,,,,,,1.0,,,,,
17473,31.053,,,,,,,,0.0,0.0,,
17474,31.054,0.0,,,,,,,,,,
17475,31.058,,,,,0.0,,,,,,
17476,31.06,,,,,,,0.0,,,,
17477,31.063,,,1.0,,,,,,,,0.0
17478,31.064,0.0,,1.0,,,,,,,,
17479,31.065,,,,0.0,,,,,,,
17480,31.068,,0.0,,,,,,0.0,,,
17481,31.069,,0.0,,,,1.0,,,,0.0,
17482,31.071,,,,,1.0,,,,,,
17483,31.073,,,,,,,0.0,,,,
17484,31.074,0.0,,,,,,,,,,
17485,31.075,,,,,,,,,0.0,,0.0
17486,31.08,,,,0.0,,,,,,,
17487,31.082,,,,,,1.0,,,,,
17488,31.083,,,1.0,,,1.0,,,,,
17489,31.084,0.0,0.0,,,,,,,,,
17490,31.085,,,,,1.0,,,,,,
17491,31.086,,,,,,,0.0,,,,
17492,31.088,,,,,,,,,,,0.0
17493,31.09,,,,,,,,0.0,,,
17494,31.095,0.0,0.0,,0.0,,,,,,,
17495,31.097,,,,,,,,,0.0,,
17496,31.098,,,,,1.0,,,,,,
17497,31.1,,,1.0,,,,,,,,0.0
17498,31.101,,,1.0,,,,,,,0.0,
17499,31.102,,,,,,1.0,,,,,
17500,31.106,0.0,,,,,,0.0,,,,
17501,31.111,,,,,1.0,,,,,,
17502,31.112,,0.0,,0.0,1.0,,,0.0,,,0.0
17503,31.113,,0.0,,,,,,,,,0.0
17504,31.117,0.0,,,,,1.0,,,,,
17505,31.118,,,,,,,,,0.0,,
17506,31.119,,,1.0,,,,,,,,
17507,31.12,,,1.0,,,,0.0,,,,
17508,31.121,,0.0,,,,,,,,,
17509,31.122,,0.0,,,,,,,,,
17510,31.123,,,,,,,,,,0.0,
17511,31.124,,,,,,,,,,,0.0
17512,31.127,,,,0.0,,,,0.0,,,
17513,31.128,0.0,,,,,,,,,,
17514,31.131,,,,,,1.0,,,,,
17515,31.132,,,,,1.0,1.0,,,,,
17516,31.134,,0.0,,,,,,,,,
17517,31.135,,0.0,,,,,,,,,
17518,31.137,,,,,,,,,,,0.0
17519,31.138,,,1.0,,,,,,,,
17520,31.14,0.0,,,,,,0.0,,,,
17521,31.141,,,,,,,,,0.0,,
17522,31.142,,,,0.0,,,,0.0,,,
17523,31.143,,,,0.0,,,,,,,
17524,31.146,,0.0,,,,,,,,,
17525,31.147,,,,,,1.0,,,,0.0,
17526,31.148,,,,,1.0,,,,,,0.0
17527,31.151,0.0,,,,,,,,,,
17528,31.152,,,,,,,0.0,,,,
17529,31.156,,0.0,,,,,,,,,
17530,31.157,,,1.0,,,,,,,,
17531,31.159,,,,,,,,0.0,,,
17532,31.16,,,,,,,,,,,0.0
17533,31.161,,,,0.0,1.0,,,,,,
17534,31.162,0.0,,,0.0,,,,,,,
17535,31.163,,,,,,1.0,,,,,
17536,31.166,,,,,,,0.0,,,,
17537,31.167,,,,,,,,,0.0,,
17538,31.168,,0.0,,,,,,,,,
17539,31.171,,,,,,,,,,0.0,
17540,31.173,0.0,,,,,,,,,,0.0
17541,31.175,,,1.0,,,,,,,,
17542,31.178,,,,0.0,,,,0.0,,,
17543,31.179,,0.0,,,,,,,,,
17544,31.18,,0.0,,,1.0,1.0,,,,,
17545,31.182,,,,,,,0.0,,,,
17546,31.184,0.0,,,,,,,,,,
17547,31.185,,,,,,,,,,,0.0
17548,31.189,,,,,,,,,0.0,,
17549,31.19,,,,,1.0,,,,,,
17550,31.191,,0.0,,,1.0,,,,,,
17551,31.192,,,,0.0,,,,0.0,,,
17552,31.194,,,,,,1.0,,,,,
17553,31.195,0.0,,,,,,0.0,,,,
17554,31.196,,,,,,,,,,0.0,
17555,31.198,,,1.0,,,,,,,,
17556,31.201,,0.0,,,,,,,,,
17557,31.202,,0.0,,,,,,,,,
17558,31.204,,,,,,,,,,,0.0
17559,31.206,0.0,,,0.0,1.0,,,,,,
17560,31.208,,,,,,,0.0,,,,
17561,31.211,,,,,,,,,0.0,,
17562,31.212,,,,,,,,0.0,,,
17563,31.213,,,,,,1.0,,,,,
17564,31.215,,0.0,,,,,,,,,
17565,31.216,,,,,,,,,,,0.0
17566,31.217,0.0,,1.0,,,,,,,,
17567,31.219,,,,,,,,,,0.0,
17568,31.22,,,,,1.0,,,,,,
17569,31.221,,,,,1.0,,,,,,
17570,31.223,,,,,,,0.0,,,,
17571,31.226,,,,,,1.0,,,,,
17572,31.227,,,,,,,,0.0,,,
17573,31.228,0.0,,,,,,,,,,
17574,31.229,,0.0,,0.0,,,,,,,0.0
17575,31.235,,,,,,,,,0.0,,
17576,31.236,,,,,1.0,,,,,,
17577,31.237,,,1.0,,1.0,,,,,,
17578,31.239,,0.0,,,,1.0,,,,,
17579,31.24,0.0,,,,,,0.0,,,,
17580,31.241,,,,,,,,0.0,,,0.0
17581,31.245,,,,,,,,,,0.0,
17582,31.249,,0.0,,,1.0,,,,,,
17583,31.25,,0.0,,,,,,,,,
17584,31.252,,,,0.0,,,0.0,,,,
17585,31.254,,,,,,1.0,,,,,
17586,31.255,,,1.0,,,,,,,,
17587,31.256,,,,,,,,,,,0.0
17588,31.257,,,,,,,,0.0,,,
17589,31.258,,,,,,,,,0.0,,
17590,31.259,,0.0,,,,,,,,,
17591,31.26,,0.0,,,,,,,,,
17592,31.261,0.0,,,,,,,,,,
17593,31.266,,,,0.0,,,,,,,
17594,31.267,,,,,,1.0,0.0,,,,
17595,31.268,,,,,,,,,,0.0,0.0
17596,31.271,,0.0,,,1.0,,,,,,
17597,31.273,0.0,,,,,,,,,,
17598,31.275,,,1.0,,,,,,,,
17599,31.278,,,,,,,,0.0,,,
17600,31.28,,,,,,,0.0,,,,
17601,31.281,,0.0,,,,,,,0.0,,0.0
17602,31.282,,,,0.0,,1.0,,,,,
17603,31.284,0.0,,,,1.0,,,,,,
17604,31.292,,0.0,,,,,,,,0.0,
17605,31.293,,,,,,,0.0,,,,
17606,31.294,,,1.0,,,,,,,,
17607,31.297,,,,0.0,1.0,,,,,,
17608,31.298,0.0,,,0.0,,1.0,,,,,0.0
17609,31.3,,,,,,,,0.0,,,
17610,31.301,,,,,,,,0.0,,,
17611,31.302,,0.0,,,,,,,0.0,0.0,
17612,31.307,0.0,,,,,,0.0,,,,
17613,31.311,,,,,1.0,,,,,,0.0
17614,31.312,,,1.0,,,,,,,,
17615,31.313,,0.0,,,,,,,,,
17616,31.314,,,,,,1.0,,,,,
17617,31.317,,,,,,,,0.0,,,
17618,31.318,0.0,,,0.0,,,,,,,
17619,31.321,,,,,,,0.0,,,,
17620,31.323,,0.0,,,,,,,,,
17621,31.325,,,,,,,,,0.0,0.0,
17622,31.326,,,,,1.0,,,,,,0.0
17623,31.327,,,,,1.0,1.0,,,,,
17624,31.328,0.0,,,,,,,,,,
17625,31.33,,,1.0,,,,,,,,
17626,31.333,,,,,,,,0.0,,,
17627,31.335,,0.0,,,,,,,,,
17628,31.338,,,,,,,,,,,0.0
17629,31.339,,,,,,,,,,,0.0
17630,31.34,0.0,,,0.0,,,0.0,,,,
17631,31.341,,,,0.0,1.0,,,,,,
17632,31.346,,0.0,,,,,,,,,
17633,31.347,,,,,,,,,0.0,,
17634,31.348,,,,,,,,0.0,,,
17635,31.35,,,,,,1.0,,,,,
17636,31.351,0.0,,,,,,,,,,0.0
17637,31.354,,,1.0,,,,0.0,,,0.0,
17638,31.355,,,,0.0,,,,,,,
17639,31.356,,,,0.0,,,,,,,
17640,31.357,,0.0,,,,,,,,,
17641,31.36,,,,,1.0,,,,,,
17642,31.362,0.0,,,,,,,,,,
17643,31.363,,,,,,,,,,,0.0
17644,31.366,,,,,,,,0.0,,,
17645,31.367,,,,,,,0.0,,,,
17646,31.368,,0.0,,,,,,,,,
17647,31.371,,,,,,1.0,,,,,
17648,31.372,,,,0.0,,,,,,,
17649,31.373,0.0,,,,1.0,,,,0.0,,
17650,31.374,,,,,1.0,,,,0.0,,
17651,31.376,,,1.0,,,,,,,,
17652,31.377,,,1.0,,,,,,,0.0,
17653,31.379,,0.0,,,,,,,,,
17654,31.381,,,,,,,0.0,,,,
17655,31.382,,,,,,,,0.0,,,
17656,31.383,,,,,,,,,,,0.0
17657,31.384,0.0,,,,,,,,,,
17658,31.386,,,,0.0,,1.0,,,,,
17659,31.391,,0.0,,,,,,,,,
17660,31.392,,,,,1.0,,,,,,
17661,31.395,,,1.0,,,,0.0,,,,0.0
17662,31.396,0.0,,,,,,,,,,
17663,31.4,,0.0,,,,,,0.0,,,
17664,31.401,,,,,,1.0,,,0.0,,
17665,31.402,,,,,,,,,,0.0,
17666,31.406,0.0,,,0.0,,,,,,,
17667,31.407,,,,,,,,,,,0.0
17668,31.408,,,,,,,0.0,,,,
17669,31.409,,,,,1.0,,,,,,
17670,31.41,,,,,1.0,,,,,,
17671,31.412,,,1.0,,,,,,,,
17672,31.413,,0.0,1.0,,,,,,,,
17673,31.416,,,,,,,,0.0,,,
17674,31.417,,,,,,1.0,,,,,
17675,31.418,0.0,,,,,1.0,,,,,
17676,31.419,,,,,,,,,,,0.0
17677,31.421,,,,0.0,,,,,,,
17678,31.423,,0.0,,,1.0,,,,0.0,,
17679,31.425,,,,,,,,,,0.0,
17680,31.428,,,,,,,0.0,,,,
17681,31.429,0.0,,,,,,0.0,,,,
17682,31.43,,,,,,,,,,,0.0
17683,31.431,,,,,,,,0.0,,,0.0
17684,31.432,,,1.0,,,,,,,,
17685,31.435,,0.0,,,,,,,,,
17686,31.436,,,,,0.0,1.0,,,,,
17687,31.439,,,,0.0,,,,,,,
17688,31.44,0.0,,,,,,,,,,
17689,31.443,,,,,,,0.0,,,,0.0
17690,31.445,,0.0,,,,,,,,,
17691,31.446,,0.0,,,,,,0.0,0.0,,
17692,31.45,,,,,,1.0,,,,0.0,
17693,31.451,0.0,,,,0.0,,,,,,
17694,31.454,,,1.0,0.0,,,,,,,
17695,31.455,,,,,,,,,0.0,,0.0
17696,31.456,,0.0,,,,,,,,,
17697,31.462,0.0,,,,,,,,,,
17698,31.463,,,,,,,0.0,,,,
17699,31.464,,,,,,,0.0,,,,
17700,31.465,,,,,,1.0,,,,,
17701,31.466,,,,,,,,0.0,,,
17702,31.468,,0.0,,,,,,,,,
17703,31.469,,,,,0.0,,,,,,
17704,31.47,,,,,0.0,,,,,,0.0
17705,31.472,,,,0.0,,,,,,,
17706,31.473,0.0,,1.0,,,,,,,0.0,
17707,31.477,,,,,,,0.0,,0.0,,
17708,31.478,,0.0,,,,,,,,,
17709,31.479,,,,,,1.0,,,,,
17710,31.482,,,,,,,,0.0,,,0.0
17711,31.486,,,,0.0,0.0,,,,,,
17712,31.487,,,,,0.0,,,,,,
17713,31.488,0.0,,,,,,,,,,
17714,31.49,,0.0,,,,,0.0,,,,
17715,31.491,,,1.0,,,,,,,,
17716,31.494,,,,,,,,,,,0.0
17717,31.495,,,,,,1.0,,,,,
17718,31.496,,,,,,,,,,0.0,
17719,31.497,,,,,,,,,,0.0,
17720,31.498,0.0,,,,,,,,,,
17721,31.499,,,,,,,,,0.0,,
17722,31.501,,0.0,,,,,,0.0,,,
17723,31.502,,0.0,,,,,,,,,
17724,31.503,,,,,0.0,,0.0,,,,
17725,31.504,,,,,0.0,,,,,,
17726,31.506,,,,0.0,,,,,,,0.0
17727,31.507,,,,0.0,,,,,,,
17728,31.508,0.0,,1.0,,,,,,,,
17729,31.512,,0.0,,,,,,,,,
17730,31.513,,,,,,1.0,,,,,
17731,31.517,,,,,0.0,,0.0,,,,
17732,31.518,0.0,,,,,,,0.0,,,0.0
17733,31.519,0.0,,,,,,,,,0.0,
17734,31.521,,,,0.0,,,,,,,
17735,31.522,,,,0.0,,1.0,,,,,
17736,31.523,,0.0,,,,,,,,,
17737,31.525,,,1.0,,,,,,0.0,,
17738,31.526,,,1.0,,,,,,,,
17739,31.529,0.0,,,,,,,,,,0.0
17740,31.53,,,,,,,0.0,,,,
17741,31.532,,0.0,,,,,,0.0,,,
17742,31.536,,,,,0.0,1.0,,,,,
17743,31.537,,,,,0.0,,,,,,
17744,31.539,,,,0.0,,,,,,,
17745,31.54,0.0,,,0.0,,,,,,,
17746,31.544,,,,,,,,,,0.0,
17747,31.545,,,1.0,,,,,,,,
17748,31.548,,,,,,,,0.0,,,
17749,31.549,,,,,,,,,,,0.0
17750,31.55,,,,,0.0,,,,,,
17751,31.551,0.0,,,,,1.0,0.0,,,,
17752,31.552,,0.0,,,,,,,,,
17753,31.553,,0.0,,,,,,,0.0,,
17754,31.554,,,,,,,,,0.0,,
17755,31.556,,,,0.0,,,,,,,
17756,31.557,,,,0.0,,,,,,,
17757,31.561,,,,,,,,,,,0.0
17758,31.563,0.0,,1.0,,,,,,,,
17759,31.566,,,,,,,0.0,,,,
17760,31.567,,0.0,,,,,,0.0,,0.0,
17761,31.569,,,,,,1.0,,,,,
17762,31.57,,,,0.0,0.0,,,,,,
17763,31.571,,,,0.0,0.0,,,,,,
17764,31.573,0.0,,,,,,,,,,0.0
17765,31.574,,,,,,,,,,,0.0
17766,31.576,,,,,,,,,0.0,,
17767,31.578,,0.0,,,,,,,,,
17768,31.583,,,,,0.0,1.0,,0.0,,,
17769,31.584,0.0,,,,,,0.0,,,,
17770,31.585,,,1.0,0.0,,,0.0,,,,0.0
17771,31.586,,,1.0,,,,,,,,
17772,31.591,,,,,,,,,,0.0,
17773,31.595,0.0,,,,,,,,,,
17774,31.597,,,,,0.0,,,,,,0.0
17775,31.598,,,,,,,,,0.0,,0.0
17776,31.599,,,,,,1.0,0.0,,,,
17777,31.602,,,,,,,,0.0,,,
17778,31.606,,0.0,,0.0,,,,,,,
17779,31.607,,,,0.0,,,,,,,
17780,31.608,,,1.0,,,,,,,,
17781,31.61,0.0,,,,0.0,,,,,,0.0
17782,31.612,,,,,,,0.0,,,,
17783,31.613,,,,,,1.0,,,,0.0,
17784,31.618,,,,,,,,0.0,,,
17785,31.619,,0.0,,,,,,,,,
17786,31.62,0.0,,,,,,,,,,
17787,31.621,,,,,,,,,0.0,,0.0
17788,31.622,,,,,,,,,,,0.0
17789,31.623,,,,,0.0,,,,,,
17790,31.625,,,1.0,,,,0.0,,,,
17791,31.627,,,,,,1.0,,,,,
17792,31.628,,,,0.0,,,,,,,
17793,31.629,0.0,0.0,,0.0,,,,,,,
17794,31.633,,,,,,,,0.0,,,
17795,31.634,,,,,,,,,,,0.0
17796,31.636,,,,,,,,,,0.0,
17797,31.637,,,,,0.0,,,,,,
17798,31.639,0.0,0.0,,,,,,,,,
17799,31.64,,0.0,,0.0,,,0.0,,,,
17800,31.642,,,1.0,,,,,,,,
17801,31.643,,,1.0,,,,,,,,
17802,31.646,,,,,,,,,0.0,,0.0
17803,31.647,,,,,,1.0,,,0.0,,
17804,31.649,,0.0,,,,,,,,,
17805,31.65,,0.0,,,,,,,,,
17806,31.651,,,,,0.0,,,,,,
17807,31.652,0.0,,,,,,,,,,
17808,31.653,0.0,,,,,,0.0,,,,
17809,31.656,,,,0.0,,,,,,,
17810,31.657,,,,,,,,0.0,,,
17811,31.658,,,,,,,,,,0.0,0.0
17812,31.659,,0.0,,,,,,,,,
17813,31.66,,0.0,,,,,,,,,
17814,31.662,0.0,,1.0,,,,,,,,
17815,31.663,,,,,,1.0,,,,,
17816,31.669,,,,,0.0,,,,,,
17817,31.67,,0.0,,,0.0,,,,,,
17818,31.671,,,,,,,,,,,0.0
17819,31.672,,,,,,,0.0,0.0,,,
17820,31.673,0.0,,,,,,0.0,,0.0,,
17821,31.676,,,,0.0,,,,,,,
17822,31.679,,,1.0,,,,,,,,
17823,31.68,,0.0,,,,1.0,,,,,
17824,31.683,,,,,0.0,,,,,,0.0
17825,31.684,0.0,,,,,,,,,,
17826,31.688,,,,,,,,0.0,,0.0,
17827,31.69,,,,,,,0.0,,,,
17828,31.691,,0.0,,,,,,,,,
17829,31.693,,,,,,1.0,,,,,
17830,31.694,,,,0.0,,,,,0.0,,
17831,31.695,,,,0.0,,,,,0.0,,
17832,31.696,0.0,,,,0.0,,,,,,0.0
17833,31.697,,,1.0,,0.0,,,,,,
17834,31.701,,0.0,,,,,,,,,
17835,31.703,,,,,,,,0.0,,,
17836,31.705,,,1.0,,,,,,,,
17837,31.706,0.0,,,,,,0.0,,,,
17838,31.708,,,,,,1.0,,,,,
17839,31.71,,,,1.0,0.0,,,,,,
17840,31.711,,,,,0.0,,,,,0.0,
17841,31.713,,0.0,,,,,,,,,
17842,31.715,,,,,,,0.0,,,,
17843,31.717,,,,,,,,,0.0,,0.0
17844,31.718,0.0,,,,,,,,0.0,,
17845,31.721,,,,,,1.0,,,,,
17846,31.722,,,,,,1.0,,,,,
17847,31.723,,0.0,,,,,,,,,
17848,31.726,,,1.0,,0.0,,,0.0,,,
17849,31.728,0.0,,,1.0,,,0.0,,,,
17850,31.729,,,,1.0,,,,,,,
17851,31.732,,,,,,,,,,,0.0
17852,31.733,,,,,,,,,,,0.0
17853,31.735,,0.0,,,,1.0,,,,,
17854,31.736,,,,,,,,,,0.0,
17855,31.737,,,,,,,,,,0.0,
17856,31.738,,,,,,,,,0.0,,
17857,31.739,0.0,,,,0.0,,,,,,
17858,31.743,,,,1.0,,,,,,,
17859,31.744,,,1.0,,,,0.0,,,,
17860,31.746,,0.0,,,,,,,,,
17861,31.749,,,,,,,,,,,0.0
17862,31.75,,,,,,1.0,,,,,
17863,31.751,0.0,,,,,,,0.0,,,
17864,31.757,,0.0,,1.0,,,,,,,
17865,31.758,,,,,0.0,,,,,,
17866,31.759,,,,,,,,,,0.0,
17867,31.76,,,,,,,,,,,0.0
17868,31.762,0.0,,,,,,,,,,
17869,31.763,,,,,,,,,0.0,,
17870,31.765,,,1.0,,,,,0.0,,,
17871,31.766,,,,,,,0.0,0.0,,,
17872,31.767,,0.0,,,,,,,,,
17873,31.768,,0.0,,,,,,,,,
17874,31.769,,,,,,1.0,,,,,
17875,31.771,,,,,0.0,,,,,,
17876,31.772,,,,,0.0,,,,,,
17877,31.773,,,,,,,,,,,0.0
17878,31.776,,,,1.0,,,,,,,
17879,31.777,0.0,,,,,,,,,,
17880,31.778,,0.0,,,,,0.0,,,,
17881,31.782,,,,,,,,0.0,,,
17882,31.783,,,,,,,,,,0.0,
17883,31.784,,,,,,1.0,,,0.0,,
17884,31.785,,,,,,,,,0.0,,0.0
17885,31.786,,,1.0,,,,,,,,
17886,31.79,,0.0,,,,,,,,,
17887,31.791,0.0,,,1.0,,,,,,,
17888,31.792,,,,,0.0,,,,,,
17889,31.795,,,,,,,0.0,,,,
17890,31.797,,,,,,,,,,,0.0
17891,31.8,,,,,,,,0.0,,,
17892,31.801,,0.0,,,,,,,,,
17893,31.802,,0.0,,,,1.0,,,,,
17894,31.804,,,,,,,,0.0,,,0.0
17895,31.805,,,,1.0,,,,,,0.0,
17896,31.806,,,1.0,1.0,0.0,,,,0.0,,
17897,31.807,0.0,,,,,,,,,,
17898,31.808,,,,,,,0.0,,,,
17899,31.812,,0.0,,,,,,,,,
17900,31.816,,,,,,,,,,,0.0
17901,31.817,0.0,,,,,1.0,,,,,
17902,31.82,,,,1.0,0.0,,,,,,
17903,31.821,,,,,0.0,,0.0,,,,
17904,31.822,,,,,,,,0.0,,,
17905,31.823,,0.0,,,,,,,,,
17906,31.824,,,1.0,,,,,,,,
17907,31.828,,,,,,,,,0.0,0.0,
17908,31.829,,,,,,,,,,0.0,0.0
17909,31.831,0.0,,,,,1.0,,,,,
17910,31.834,,0.0,,,0.0,,,,,,
17911,31.835,,0.0,,,,,0.0,,,,
17912,31.839,,,,1.0,,,,,,,
17913,31.84,,,,,,,,0.0,,,0.0
17914,31.842,0.0,,,,,,,,,,
17915,31.843,,,1.0,,,,,,,,
17916,31.845,,,,,,1.0,,,,,
17917,31.846,,0.0,,,,,,,,,
17918,31.848,,,,,0.0,,,,,,
17919,31.85,,,,,,,0.0,,0.0,,
17920,31.851,0.0,,,,,,,,,,
17921,31.853,,,,,,,,,,,0.0
17922,31.854,,,,1.0,,,,0.0,,,
17923,31.856,,0.0,,,,,,,,,
17924,31.86,,,,,,1.0,,,,0.0,
17925,31.862,,,,,0.0,,,,,,
17926,31.863,0.0,,,,,,,,,,
17927,31.864,,,,,,,0.0,,,,
17928,31.865,,,1.0,,,,,,,,0.0
17929,31.866,,,,,,,,,,,0.0
17930,31.868,,0.0,,,,,,,,,
17931,31.87,,,,1.0,,,,0.0,,,
17932,31.873,0.0,,,,,,,,,,
17933,31.874,,,,,,,,,0.0,,
17934,31.875,,,,,,1.0,,,,,
17935,31.878,,0.0,,,,,0.0,,,,0.0
17936,31.879,,0.0,,,,,,,,,
17937,31.881,,,,,0.0,,,,,,
17938,31.883,,,,1.0,,,,,,,
17939,31.884,0.0,,1.0,,,,,,,0.0,
17940,31.889,,,,,,,,0.0,,,
17941,31.89,,0.0,,,,,,,,,
17942,31.891,,,,,,,,,,,0.0
17943,31.892,,,,,,1.0,,,,,
17944,31.894,,,,,0.0,,,,,,
17945,31.895,0.0,,,,0.0,,0.0,,,,
17946,31.897,,,,,,,,,0.0,,
17947,31.898,,,,1.0,,,,,,,
17948,31.901,,0.0,,,,,,,,,
17949,31.902,,,1.0,,,,,,,,
17950,31.903,,,1.0,,,,,,,,0.0
17951,31.905,,,,,,,,,,0.0,
17952,31.907,0.0,,,,,,,,,,
17953,31.908,,,,,,1.0,,,,,
17954,31.909,,,,,,,0.0,,,,
17955,31.911,,,,,,,,0.0,,,
17956,31.913,,0.0,,,,,,,,,
17957,31.914,,,,,0.0,,,,,,
17958,31.915,,,,,0.0,,,,,,
17959,31.916,,,,,,,,,,,0.0
17960,31.917,,,,1.0,,,,,,,
17961,31.918,0.0,,,,,,,,,,
17962,31.919,,,,,,,,,0.0,,
17963,31.922,,,1.0,,,,,,,,
17964,31.923,,0.0,,,,,,,,,
17965,31.925,,,,,,1.0,,,,,
17966,31.927,,,,,,,,0.0,,,
17967,31.928,,,,,0.0,,,,,,
17968,31.929,0.0,,,,,,0.0,,,0.0,0.0
17969,31.931,,,,0.0,,,,,,,
17970,31.935,,0.0,,,,,,,,,
17971,31.938,,,,,,1.0,,,,,
17972,31.941,0.0,,,,,,,,,,0.0
17973,31.942,,,1.0,,,,,,0.0,,
17974,31.943,,,,,0.0,,0.0,,,,
17975,31.944,,,,,,,,0.0,,,
17976,31.95,,0.0,,0.0,,,,,,,
17977,31.951,0.0,0.0,,0.0,,,,,,,
17978,31.954,,,,,,1.0,,,,0.0,
17979,31.955,,,,,,,0.0,,,,
17980,31.956,,,,,0.0,,0.0,,,,
17981,31.958,,,,,,,,0.0,,,
17982,31.96,,,,,,,,,,,0.0
17983,31.962,0.0,0.0,1.0,,,,,,,,
17984,31.964,,,,,,,,,0.0,,
17985,31.967,,,,0.0,,,,,,,
17986,31.969,,,,,0.0,,,,,,
17987,31.97,,,,,0.0,,0.0,,,,
